Anchor-MPJPE_mm,Anchor-root_mm,Camera-rotation_deg,Camera-translation_m,Completion,Coverage,Orientation_deg,PA-MPJPE_mm,Seam-orientation_deg,Seam-root_mm,angle_stratum,case_id,dataset,evaluation_status,failure_reason,line,native_track_count,protocol,raw_status,subject,wall_time_seconds
103.03349835720574,71.6179044599226,45.00146863368075,0.8553692231811457,1.0,0.98,30.17951522382965,26.31227183445642,18.230025689664348,94.43134180895755,small,mvh150_0001,MVHuman,ok,,1,2,MVH150,success,100021,515.4146137237549
129.18872272984262,117.03424871389821,75.2768297495936,1.1411631169971443,1.0,0.98,41.29708119527389,27.125805198447235,30.965341376571054,152.3215708061452,medium,mvh150_0002,MVHuman,ok,,2,2,MVH150,success,100021,525.4190587997437
229.0002284361235,216.18972103746256,111.07825736559563,2.223772289923977,1.0,0.98,56.08266245854846,33.28065586621161,53.21593302637476,291.4989983836963,large,mvh150_0003,MVHuman,ok,,3,2,MVH150,success,100021,505.42417335510254
160.62777217800226,109.94573944520197,135.00667109012682,2.037862249343675,1.0,0.98,75.32871635644486,33.4147000657856,49.61735390693011,116.07477953984753,very_large,mvh150_0004,MVHuman,ok,,4,2,MVH150,success,100021,495.42739939689636
160.1931567219278,117.91829833405093,167.34459566938375,2.452079754149453,1.0,0.98,92.30828101672634,29.945978839822576,38.02693938390008,162.92497374357944,extreme,mvh150_0005,MVHuman,ok,,5,2,MVH150,success,100021,510.42777371406555
88.34022794278647,69.70073302882405,44.205933189076,0.9278802710766324,1.0,0.98,25.431563386716636,19.72112379094958,20.344515603548444,117.10691399106014,small,mvh150_0006,MVHuman,ok,,6,2,MVH150,success,100022,520.4435958862305
123.65167521775426,99.68332923906247,74.79247473540306,1.2835013519230516,1.0,0.98,48.93329096798734,20.41001494515139,32.1824299638925,165.45760642944768,medium,mvh150_0007,MVHuman,ok,,7,2,MVH150,success,100022,525.4327416419983
136.19530697731145,106.50858892205908,98.44330157901085,0.5450074797329466,1.0,0.98,52.73104834147928,20.438989861937078,48.22603524973587,160.40107669154875,large,mvh150_0008,MVHuman,ok,,8,2,MVH150,success,100022,510.4104845523834
147.13682582207932,102.97379210604042,135.00667109012682,2.037862249343675,1.0,0.98,76.88158915399265,22.29355438403631,49.591657036893295,161.273240580165,very_large,mvh150_0009,MVHuman,ok,,9,2,MVH150,success,100022,505.40684032440186
195.1486660660047,171.32864550165502,174.11039325415962,2.3916023902434334,1.0,0.98,88.23175673199235,21.266322744813664,53.80368345512319,315.3690478483831,extreme,mvh150_0010,MVHuman,ok,,10,2,MVH150,success,100022,490.4008083343506
102.80729881434301,78.34161883064344,45.00146863368075,0.8553692231811457,1.0,0.9933333333333333,30.349500228286253,30.22948696393523,21.28308956103854,108.98212434232232,small,mvh150_0011,MVHuman,ok,,11,3,MVH150,success,100023,490.3986773490906
156.12637673835633,132.34529891815657,74.17352219454133,1.2821743123699776,1.0,0.98,39.657014765467466,29.019424038051362,31.22873835636152,164.64624720992538,medium,mvh150_0012,MVHuman,ok,,12,3,MVH150,success,100023,495.4194736480713
285.525133173757,276.8841916599559,107.20039837521531,2.9253331273246084,1.0,0.98,62.798324353314825,29.06477702322606,58.952540042961736,314.7928434250425,large,mvh150_0013,MVHuman,ok,,13,2,MVH150,success,100023,480.40329146385193
189.86544274954392,165.08294265161945,141.24084321076086,2.201424246440171,1.0,0.98,69.12341848311489,26.931574687083355,52.818270394594904,123.73434214477709,very_large,mvh150_0014,MVHuman,ok,,14,2,MVH150,success,100023,485.403160572052
181.38131177303657,128.4987234748045,166.67865496462926,2.2862746694126406,1.0,0.98,88.23442010322908,29.73282433853933,53.83520519346934,106.04040522837222,extreme,mvh150_0015,MVHuman,ok,,15,2,MVH150,success,100023,485.38477849960327
108.9940875026925,81.11487040556264,45.00146863368075,0.8553692231811457,1.0,0.98,36.02443317440509,27.320887800818163,23.64739851535767,110.48741190306825,small,mvh150_0016,MVHuman,ok,,16,2,MVH150,success,100024,495.40549659729004
157.63665173013197,138.92952727357738,75.10069073139333,1.2251419881284802,1.0,0.98,41.27023340576733,26.97364992063918,32.05155444747077,200.989432930872,medium,mvh150_0017,MVHuman,ok,,17,3,MVH150,success,100024,505.39822936058044
277.04153601469136,272.09666877049665,105.1426763849853,1.8714443892211605,1.0,0.98,62.281941504935396,26.672601088525735,63.798884583111985,450.971462591858,large,mvh150_0018,MVHuman,ok,,18,2,MVH150,success,100024,490.4067280292511
201.2857588526027,172.70675187940805,135.00667109012682,2.037862249343675,1.0,0.98,72.22029512999387,27.46843441862966,18.7234497985066,92.36247944894764,very_large,mvh150_0019,MVHuman,ok,,19,5,MVH150,success,100024,520.4391710758209
158.5644167812541,108.1847076293862,165.10219597423995,2.1746429921043187,1.0,0.98,86.75785516432566,28.980580060701428,13.398775411256535,193.8684179930828,extreme,mvh150_0020,MVHuman,ok,,20,3,MVH150,success,100024,520.4321503639221
132.565150171522,93.82196879238407,44.85956420736317,0.8305288498504729,1.0,0.9933333333333333,44.823125741531555,25.936801554520983,22.955671056616936,137.83868679553737,small,mvh150_0021,MVHuman,ok,,21,2,MVH150,success,100025,495.4032852649689
188.93313372637922,156.17120478111715,72.5730549475868,1.34612042164461,1.0,0.9666666666666667,59.63567894017334,26.142225264556917,,,medium,mvh150_0022,MVHuman,ok,,22,2,MVH150,success,100025,495.40792536735535
234.3604902599356,218.31008660437163,102.10704129227213,2.0495980907127778,1.0,0.9733333333333334,54.40914826597393,25.677537786233778,,,large,mvh150_0023,MVHuman,ok,,23,2,MVH150,success,100025,500.42497849464417
203.91810696183734,148.64787637767657,135.00667109012682,2.037862249343675,1.0,0.98,88.91475822172583,31.667553773881856,6.976905460522974,142.65933544237376,very_large,mvh150_0024,MVHuman,ok,,24,4,MVH150,success,100025,525.4386219978333
215.8353378297441,169.82639138330018,164.38279037401793,2.28806269869716,1.0,0.9733333333333334,96.06511983284327,29.245792751180176,,,extreme,mvh150_0025,MVHuman,ok,,25,3,MVH150,success,100025,520.4180026054382
256.80165246388117,179.87022130434661,41.03354819983469,1.0837833386040705,1.0,0.98,25.25125334195847,28.38281998360305,12.19870439329658,60.574844404085376,small,mvh150_0026,MVHuman,ok,,26,2,MVH150,success,200021,420.3379943370819
220.8565947121419,122.46773666303939,67.20877082100436,1.266285544517705,1.0,0.98,35.95975495990547,28.375693029086897,19.59018527385788,83.91229584312077,medium,mvh150_0027,MVHuman,ok,,27,2,MVH150,success,200021,440.3598573207855
157.72649903693804,127.355249248746,110.89085683239185,2.176676266550242,1.0,0.9933333333333333,65.06357951499537,29.254287797333983,47.80563284255903,205.11948061220562,large,mvh150_0028,MVHuman,ok,,28,2,MVH150,success,200021,400.331045627594
227.93291053367724,143.53804909025914,131.87431460591273,3.181970550587139,1.0,0.98,70.45604036545645,28.217444215915748,45.07924629645767,81.32304066766103,very_large,mvh150_0029,MVHuman,ok,,29,2,MVH150,success,200021,400.3221764564514
227.31648488465166,176.98654538937487,158.90613098255628,1.9912456908893914,1.0,0.98,85.80492914606442,28.92979183088268,26.99292829619476,202.43107956798372,extreme,mvh150_0030,MVHuman,ok,,30,2,MVH150,success,200021,410.33210492134094
90.10058031472514,65.3559788247725,43.485848363969865,1.0139906975887436,1.0,0.98,26.01753588387076,31.023291144388853,16.39522194064835,51.141980046568534,small,mvh150_0031,MVHuman,ok,,31,2,MVH150,success,200022,400.33822679519653
105.66478762596007,62.82593657605541,66.99380024172045,1.283260255003201,1.0,0.98,36.88981901778448,31.041993064547686,24.825670778849783,62.15131446939914,medium,mvh150_0032,MVHuman,ok,,32,2,MVH150,success,200022,405.3357443809509
332.79886434431563,281.48230417195526,113.87204313995171,3.7401384713581614,1.0,0.9933333333333333,67.13630648382843,30.711167985202373,41.72407813403134,142.92550243316342,large,mvh150_0033,MVHuman,ok,,33,2,MVH150,success,200022,415.34212040901184
171.37674952287452,108.75146515768215,137.70241968793698,2.207474651516486,1.0,0.98,70.87259357298336,29.150708971826912,35.11280836950166,169.6168086384412,very_large,mvh150_0034,MVHuman,ok,,34,2,MVH150,success,200022,395.32014179229736
156.8530888210074,85.49146301898756,159.5761120780952,2.9315938709611236,1.0,0.9933333333333333,76.83584826715303,30.08451263900198,19.210056628759205,153.23566474373996,extreme,mvh150_0035,MVHuman,ok,,35,2,MVH150,success,200022,400.33067893981934
118.23202223023239,100.41003169130128,43.11799486145738,1.0480444158132263,1.0,0.9933333333333333,24.02579214969103,35.677981774747586,16.750504917146067,113.98342905955721,small,mvh150_0036,MVHuman,ok,,36,2,MVH150,success,200023,400.3291199207306
167.6656416638599,144.30908217446486,66.97360619661106,1.5341874798479345,1.0,0.98,33.610614113744425,36.6855727148204,25.951278529436955,191.35723489273093,medium,mvh150_0037,MVHuman,ok,,37,2,MVH150,success,200023,395.32589077949524
206.69855313752967,154.0512758158503,110.86573804350233,2.199441433905697,1.0,0.9933333333333333,59.6312330968168,34.14459397424348,58.129400243834546,300.6482485816129,large,mvh150_0038,MVHuman,ok,,38,2,MVH150,success,200023,400.31922721862793
241.34557821290133,200.14848116275624,136.91894892892668,2.7588994789490227,1.0,0.98,67.62040620326648,34.91987337100793,48.14782290690941,266.1516488403367,very_large,mvh150_0039,MVHuman,ok,,39,2,MVH150,success,200023,405.3334550857544
268.2187312753068,204.99339449082913,156.36811294295765,2.1548520707211702,1.0,0.98,72.61527383026757,34.217172993866214,49.32245111669649,183.21280635832267,extreme,mvh150_0040,MVHuman,ok,,40,2,MVH150,success,200023,465.3784303665161
295.69294861384805,213.3358965120558,44.63828112757104,1.10978144777171,1.0,0.9933333333333333,26.451888412854675,27.924951672855048,20.682900072963726,54.22535396905255,small,mvh150_0041,MVHuman,ok,,41,2,MVH150,success,200024,435.36320757865906
