line,case_id,unit,sequence,angle_stratum,raw_status,evaluation_status,failure_reason,wall_time_seconds,native_track_count,W-MPJPE_mm,WA-MPJPE_mm,MPJPE_mm,PA-MPJPE_mm,MPVPE_mm,AdapterShared-W-MPJPE_mm,AdapterShared-WA-MPJPE_mm,ATE-Sim3_m,ATE-SE3_m,RPE-translation_m,RPE-rotation_deg,Camera-seam-translation_m,Camera-seam-rotation_deg,Human-seam_mm,IDF1,IDs,Coverage,Precision,W_available,WA_available,camera_reportable,evaluation,evaluation_bytes
48,h4d_test_06_sword3_002_sword3_small_cam14_cam20_b00301,002_sword3,06_sword3,small,success,success,,1896.6436536312103,5,,,356.29271538504923,158.73632801493375,460.91778297160255,,167.09658486906957,0.05156906080117526,0.05958409355255879,,,,,,0.0069605568445475635,0.0,0.01,0.005338078291814947,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line048/onlinehmr.evaluation.json,11566
49,h4d_test_06_sword3_003_sword3_extreme_cam02_cam14_b00301,003_sword3,06_sword3,extreme,success,success,,1656.4324927330017,6,3655.581177791683,278.43075903775997,195.54896003786126,74.77499156399544,234.42326584292383,3662.9554121909896,278.43075903775997,1.9151118183487725,3.8703105948752135,0.05349644669935597,1.005378153827015,7.7678372060576715,149.36334495959244,,0.03018867924528302,1.0,0.04666666666666667,0.028282828282828285,True,True,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line049/onlinehmr.evaluation.json,12959
50,h4d_test_06_sword3_003_sword3_large_cam18_cam20_b00301,003_sword3,06_sword3,large,success,success,,1566.3251278400421,6,,,166.9951504996262,71.34530585308003,212.68393833801287,,282.33275571939566,1.7439268981714395,2.742708743176878,,,,,,0.043596730245231606,1.0,0.06666666666666667,0.04608294930875576,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line050/onlinehmr.evaluation.json,11607
51,h4d_test_06_sword3_003_sword3_medium_cam12_cam14_b00301,003_sword3,06_sword3,medium,success,success,,1636.393613576889,5,112.3250703414204,85.88857732926786,161.87666389582458,72.53841493454959,203.37294437587514,2065.9273207300666,663.4501753802731,1.4531951737762505,1.759914528699554,0.025742149875365467,0.3124404125640793,3.5359774596898257,45.89055438315896,,0.03537414965986395,0.0,0.043333333333333335,0.029885057471264367,True,True,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line051/onlinehmr.evaluation.json,12933
52,h4d_test_06_sword3_003_sword3_small_cam14_cam20_b00301,003_sword3,06_sword3,small,success,success,,2071.823061466217,5,332.86961003659036,164.77989609790984,120.72087752826656,65.18998686052076,145.3850756923944,1900.4697965487944,420.2289371943903,0.052191905594514455,0.05232278563602983,0.01563427131022361,0.1593442702989267,1.404759254262327,12.54211982105658,,0.11325028312570781,3.0,0.18666666666666668,0.09605488850771869,True,True,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line052/onlinehmr.evaluation.json,13070
53,h4d_test_06_sword3_004_sword3_extreme_cam02_cam14_b00301,004_sword3,06_sword3,extreme,success,success,,1796.5931282043457,9,2055.5954545703744,1203.832874917674,382.10826093200404,129.05903485554683,478.98403064128416,2062.9881212710366,1203.832874917674,1.5699989168557926,3.8695426102624895,0.05437444768872821,1.005643124453405,7.778209052397351,149.38351642868713,,0.018907563025210083,6.0,0.06666666666666667,0.03067484662576687,True,True,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line053/onlinehmr.evaluation.json,13009
54,h4d_test_06_sword3_004_sword3_large_cam18_cam20_b00301,004_sword3,06_sword3,large,success,success,,1716.4781420230865,5,1244.666824607154,451.2404952497812,150.95115062902033,79.93129548830096,194.45439804630035,1270.0684578074008,732.615625617716,1.5584818280212183,2.7376343466751805,0.03956047512989935,0.6093802829048688,5.513211297873279,89.87497252961009,,0.016216216216216217,3.0,0.03,0.020454545454545454,True,True,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line054/onlinehmr.evaluation.json,13047
55,h4d_test_06_sword3_004_sword3_medium_cam12_cam14_b00301,004_sword3,06_sword3,medium,success,success,,1711.477897644043,5,134.87269685917175,106.22754349516146,146.54796348995808,77.22161012009099,176.80612975092208,1561.0003627817835,727.8515101075374,1.7308233113819873,1.7638968781770568,0.025771016840476578,0.31195131132180587,3.534692478897189,45.882515413665814,,0.024324324324324326,0.0,0.03,0.020454545454545454,True,True,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line055/onlinehmr.evaluation.json,12859
56,h4d_test_06_sword3_004_sword3_small_cam14_cam20_b00301,004_sword3,06_sword3,small,success,success,,1876.6174712181091,5,490.0216879032623,155.47743581969834,109.02476863819432,64.89070975308705,139.48769564665204,2021.0928109202018,270.2083898125539,0.050980793819157724,0.05129361889188545,0.015692673221400638,0.15684657302895413,1.39436010683167,12.558359006337922,,0.11136363636363636,2.0,0.17333333333333334,0.0896551724137931,True,True,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line056/onlinehmr.evaluation.json,13047
57,h4d_test_06_sword3_005_sword3_extreme_cam02_cam14_b00301,005_sword3,06_sword3,extreme,success,success,,1551.3414001464844,9,,,110.8551950611931,61.95135072202242,130.11661695076492,,145.55520338084946,3.1680776191532765,3.8748378439893374,,,,,,0.13454075032341525,0.0,0.17333333333333334,0.10993657505285412,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line057/onlinehmr.evaluation.json,11598
58,h4d_test_06_sword3_005_sword3_large_cam18_cam20_b00301,005_sword3,06_sword3,large,success,success,,1596.3581449985504,5,,,249.94595912227675,122.6705131867196,318.11614845272663,,214.45952265722428,1.370624936734744,2.7415733825742032,,,,,,0.005420054200542005,0.0,0.006666666666666667,0.0045662100456621,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line058/onlinehmr.evaluation.json,11574
59,h4d_test_06_sword3_005_sword3_medium_cam12_cam14_b00301,005_sword3,06_sword3,medium,success,success,,1541.3023045063019,7,,,,,,,,1.4385033516571186,1.7584548609842334,,,,,,0.0,0.0,0.0,0.0,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line059/onlinehmr.evaluation.json,10584
60,h4d_test_06_sword3_005_sword3_small_cam10_cam13_b00301,005_sword3,06_sword3,small,success,success,,1801.571402311325,8,295.22409380753504,231.43438185850087,226.95921717110593,92.32490361039689,274.90085998211435,1138.8432019482489,861.6032692941465,0.04530999214686606,0.06520019239311925,0.01395301748352441,0.15634856966902552,1.1663651532062613,12.354377637416478,,0.03197674418604651,8.0,0.07,0.05412371134020619,True,True,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line060/onlinehmr.evaluation.json,12993
61,h4d_test_06_sword3_006_sword3_extreme_cam02_cam14_b00256,006_sword3,06_sword3,extreme,success,success,,1346.1627089977264,9,,,85.18041450380734,72.22301740272515,103.36198074498232,,237.08841008117665,2.019336279213624,3.8631414014675247,,,,,,0.06408544726301736,0.0,0.08,0.053452115812917596,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line061/onlinehmr.evaluation.json,11543
62,h4d_test_06_sword3_006_sword3_large_cam18_cam20_b00256,006_sword3,06_sword3,large,success,success,,1286.0743293762207,7,,,93.50236153766782,73.7354878435286,117.29458713448656,,357.9223964443328,1.7494941559613335,2.740869065569174,,,,,,0.07901907356948229,0.0,0.09666666666666666,0.06682027649769585,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line062/onlinehmr.evaluation.json,11581
63,h4d_test_06_sword3_006_sword3_medium_cam12_cam14_b00256,006_sword3,06_sword3,medium,success,success,,1241.0308556556702,6,,,98.19854614230978,78.20854075044076,122.31751228276794,,327.3843981241568,1.5936410142342554,1.7624253927543747,,,,,,0.07397622192866579,0.0,0.09333333333333334,0.061269146608315096,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line063/onlinehmr.evaluation.json,11606
64,h4d_test_06_sword3_006_sword3_small_cam10_cam13_b00256,006_sword3,06_sword3,small,success,success,,1346.1298694610596,5,,,290.58208512677754,178.20548751837947,405.7528192017139,,178.20545840346446,0.03947041032087122,0.06231787625148115,,,,,,0.00333889816360601,0.0,0.0033333333333333335,0.0033444816053511705,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line064/onlinehmr.evaluation.json,11541
65,h4d_test_08_ballroom2_007_ballroom2_extreme_cam06_cam14_b00301,007_ballroom2,08_ballroom2,extreme,success,success,,940.7809793949127,14,,,,,,,,0.4008496977680718,0.41629100963440363,,,,,,0.0,0.0,0.0,0.0,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line065/onlinehmr.evaluation.json,10637
66,h4d_test_08_ballroom2_008_ballroom2_extreme_cam06_cam14_b00301,008_ballroom2,08_ballroom2,extreme,success,success,,955.7745859622955,16,,,,,,,,2.3723916942888885,5.48283792009126,,,,,,0.0,0.0,0.0,0.0,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line066/onlinehmr.evaluation.json,10619
67,h4d_test_08_ballroom2_009_ballroom2_extreme_cam06_cam14_b00359,009_ballroom2,08_ballroom2,extreme,success,success,,970.8233268260956,14,,,,,,,,2.0671006876941016,5.482134158710559,,,,,,0.0,0.0,0.0,0.0,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line067/onlinehmr.evaluation.json,10623
68,h4d_test_08_ballroom2_010_ballroom2_extreme_cam06_cam14_b00162,010_ballroom2,08_ballroom2,extreme,success,success,,965.7838840484619,16,,,,,,,,2.2259876636321123,5.484239471545193,,,,,,0.0,0.0,0.0,0.0,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line068/onlinehmr.evaluation.json,10610
69,h4d_test_15_mma4_016_mma4_extreme_cam03_cam08_b00371,016_mma4,15_mma4,extreme,success,success,,1070.89839053154,26,537.30104922351,299.72076901693936,481.3436199875389,169.21028388524377,606.6964904104854,2440.395592325085,611.8529344109429,2.5184287004304444,4.511377732205598,0.06423477107062472,1.0193562347536056,9.053248795904098,150.62116743124068,,0.0141718334809566,8.0,0.08666666666666667,0.013278855975485188,True,True,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line069/onlinehmr.evaluation.json,13103
70,h4d_test_15_mma4_016_mma4_large_cam05_cam17_b00371,016_mma4,15_mma4,large,success,success,,1150.953964471817,25,1260.169575437862,583.471540374638,360.5275577145143,148.96190011532008,453.7203972606671,1998.4713052526486,926.0527831396264,2.937043455863496,2.99474982945924,0.043409655253898005,0.6143186772417355,5.995578917573719,90.0597085770127,,0.005095541401273885,14.0,0.06,0.008759124087591242,True,True,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line070/onlinehmr.evaluation.json,12922
71,h4d_test_15_mma4_016_mma4_medium_cam10_cam14_b00371,016_mma4,15_mma4,medium,success,success,,1065.8827302455902,18,,,,,,,,0.5445467154062337,1.4466890886058683,,,,,,0.0,0.0,0.0,0.0,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line071/onlinehmr.evaluation.json,10568
72,h4d_test_15_mma4_016_mma4_small_cam13_cam15_b00371,016_mma4,15_mma4,small,success,success,,795.6799836158752,10,,,333.2484386383979,171.5110277255721,460.00044945629816,,350.4628939211056,0.06595591185421436,0.2818939602397514,,,,,,0.03770028275212064,2.0,0.07,0.02759526938239159,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line072/onlinehmr.evaluation.json,11556
73,h4d_test_16_mma5_001_mma5_extreme_cam03_cam08_b00085,001_mma5,16_mma5,extreme,success,success,,1045.858924627304,21,,,364.2795136297559,94.25512799544862,479.2114340162059,,267.17428166883974,0.7065725581559908,3.8584692410872874,,,,,,0.0008916629514043691,1.0,0.006666666666666667,0.001029336078229542,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line073/onlinehmr.evaluation.json,11494
74,h4d_test_16_mma5_001_mma5_large_cam05_cam17_b00085,001_mma5,16_mma5,large,success,success,,2887.4920065402985,22,,,372.6305438871582,132.62812985481688,491.1630673068665,,334.54821669803124,2.630665142529207,2.882746062894752,,,,,,0.0036117381489841984,7.0,0.03333333333333333,0.005221932114882507,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line074/onlinehmr.evaluation.json,11470
75,h4d_test_16_mma5_001_mma5_medium_cam10_cam14_b00085,001_mma5,16_mma5,medium,success,success,,3247.8496985435486,31,,,364.7397883130976,130.30723348378302,468.48451517883404,,506.0234622547887,0.9767302220185623,1.4044576922189405,,,,,,0.022350674373795763,0.0,0.09666666666666666,0.012636165577342049,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line075/onlinehmr.evaluation.json,11493
76,h4d_test_16_mma5_001_mma5_small_cam13_cam15_b00085,001_mma5,16_mma5,small,success,success,,2377.0538473129272,7,,,304.008487324065,201.78481342923806,421.54010231152245,,201.7848341652303,0.06650008977943196,0.23912594910100637,,,,,,0.002336448598130841,0.0,0.0033333333333333335,0.0017985611510791368,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line076/onlinehmr.evaluation.json,11419
77,h4d_test_16_mma5_002_mma5_extreme_cam03_cam08_b00103,002_mma5,16_mma5,extreme,success,success,,3202.7511143684387,26,,,324.4756430873362,55.71232014130924,408.1017425892435,,55.71231014071881,2.749185773619712,4.070213782469303,,,,,,0.0008572653236176596,0.0,0.0033333333333333335,0.0004918839153959665,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line077/onlinehmr.evaluation.json,11410
78,h4d_test_16_mma5_002_mma5_large_cam05_cam17_b00103,002_mma5,16_mma5,large,success,success,,3207.770103931427,35,,,427.8773748560396,117.32478528244758,548.0865858075599,,396.1013451121775,2.5321902868074435,2.880399847202921,,,,,,0.030197444831591175,15.0,0.22666666666666666,0.029785370127025843,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line078/onlinehmr.evaluation.json,11522
79,h4d_test_16_mma5_002_mma5_medium_cam10_cam14_b00103,002_mma5,16_mma5,medium,success,success,,3282.908679962158,35,,,371.4207013129257,148.2167232433931,466.037034674686,,245.3834992978772,1.3973398026049961,1.4213044081384123,,,,,,0.0012949174490126255,1.0,0.01,0.0010756543564001434,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line079/onlinehmr.evaluation.json,11458
80,h4d_test_16_mma5_002_mma5_small_cam13_cam15_b00103,002_mma5,16_mma5,small,success,success,,2572.2354390621185,7,133.22154069099588,133.22154069099588,307.60917700402376,129.84045024609463,409.22359409323593,140.2358544426188,133.22154069099588,0.06713588405014978,0.32504377245564314,0.02631829812550183,0.16258897939400657,1.566732634833749,12.138337347980592,,0.0038684719535783366,0.0,0.006666666666666667,0.0027247956403269754,True,True,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line080/onlinehmr.evaluation.json,12868
81,h4d_test_16_mma5_004_mma5_extreme_cam03_cam08_b00115,004_mma5,16_mma5,extreme,success,success,,3137.813620567322,21,,,328.72578957544255,92.0050959516429,442.54391806349247,,92.00510437002566,0.298807192345998,1.6824645855848719,,,,,,0.0010309278350515464,0.0,0.0033333333333333335,0.0006097560975609756,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line081/onlinehmr.evaluation.json,11449
82,h4d_test_16_mma5_004_mma5_large_cam05_cam17_b00115,004_mma5,16_mma5,large,success,success,,2897.570505619049,22,,,,,,,,2.1351427215037777,2.867500488028031,,,,,,0.0,0.0,0.0,0.0,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line082/onlinehmr.evaluation.json,10495
83,h4d_test_16_mma5_004_mma5_medium_cam10_cam14_b00115,004_mma5,16_mma5,medium,success,success,,2617.253903388977,14,,,,,,,,1.0835285269544974,1.4059536122216272,,,,,,0.0,0.0,0.0,0.0,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line083/onlinehmr.evaluation.json,10511
84,h4d_test_16_mma5_004_mma5_small_cam13_cam15_b00115,004_mma5,16_mma5,small,success,success,,1336.1104924678802,7,,,,,,,,0.062468022795992784,0.2657712094554924,,,,,,0.0,0.0,0.0,0.0,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line084/onlinehmr.evaluation.json,10513
85,h4d_test_16_mma5_016_mma5_extreme_cam03_cam08_b00171,016_mma5,16_mma5,extreme,success,success,,1776.498098373413,31,,,363.7994862656237,156.3993592227546,476.8254834734023,,541.0307893915044,0.29661544189200045,1.1215763696524623,,,,,,0.018961253091508656,6.0,0.13,0.018344308560677328,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line085/onlinehmr.evaluation.json,11559
86,h4d_test_16_mma5_016_mma5_large_cam05_cam17_b00171,016_mma5,16_mma5,large,success,success,,1886.6159069538116,23,,,325.10955017833396,166.0990761464181,436.5035324910288,,441.87365531068946,2.6846253846452353,2.884093040311312,,,,,,0.022388059701492536,16.0,0.18666666666666668,0.03036876355748373,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line086/onlinehmr.evaluation.json,11587
87,h4d_test_16_mma5_016_mma5_medium_cam10_cam14_b00171,016_mma5,16_mma5,medium,success,success,,1501.2358703613281,19,,,,,,,,1.2310358368325143,1.4145526766916048,,,,,,0.0,0.0,0.0,0.0,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line087/onlinehmr.evaluation.json,10560
88,h4d_test_16_mma5_016_mma5_small_cam13_cam15_b00171,016_mma5,16_mma5,small,success,success,,1476.2824473381042,6,,,,,,,,0.06145639498266692,0.3154100387422772,,,,,,0.0,0.0,0.0,0.0,False,False,True,/data/wangzheng/iJCV-CODE/data/OnlineHMR_work_v1/runs/harmony4d/attempt04/line088/onlinehmr.evaluation.json,10572
