Anchor-MPJPE_mm,Anchor-root_mm,Boundary-camera-rotation_deg,Boundary-camera-translation_m,Camera-rotation_deg,Camera-translation_m,Completion,Coverage,Orientation_deg,PA-MPJPE_mm,Seam-orientation_deg,Seam-root_mm,angle_stratum,case_id,dataset,evaluation_status,failure_reason,line,native_track_count,protocol,raw_status,subject,wall_time_seconds
1096.5532107741212,1057.947213123171,87.08927435850069,6.19777641780484,51.62607657608197,4.439371086630517,1.0,0.9933333333333333,43.45554681032107,58.353883824632106,39.33488719571037,410.46113594543266,,aist__gBR_sBM_cAll_d06_mBR2_ch01__mc150-4,AIST++,ok,,1,2,MC150-4,success,,415.35037565231323
739.856523337216,650.944464464922,89.97457647885409,6.356660968894289,134.86955481700463,9.514293007788316,1.0,0.98,102.20625613641286,54.20497779059167,47.5340621754603,478.7743480054108,,aist__gBR_sBM_cAll_d06_mBR2_ch02__mc150-4,AIST++,ok,,2,2,MC150-4,success,,465.37966990470886
1032.199832240598,1003.3295790750607,86.88979145947867,6.219974171839671,73.93625821704758,5.580257745635861,1.0,0.9933333333333333,56.568592292713326,54.377764219101884,38.120261340676855,445.419307838024,,aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,AIST++,ok,,3,2,MC150-4,success,,465.38770055770874
1888.2776676156443,1858.537196743702,86.95537033504006,6.278415372994718,49.8709371049243,4.9753373640297,1.0,0.98,40.136219626786655,50.024093033493884,43.84357865013928,244.9627642222528,,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,AIST++,ok,,4,2,MC150-4,success,,455.3721618652344
1140.914711782348,1082.7223198340882,87.06672459709308,6.257910439736141,42.534900960853875,5.067034928861192,1.0,0.98,37.356760454816225,60.46279351509142,37.89140873140574,353.60363253668066,,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,AIST++,ok,,5,2,MC150-4,success,,445.3845772743225
707.9895865023229,578.6614462450548,89.96592500427961,6.364964777881397,135.20095218271163,9.206539956754373,1.0,0.9933333333333333,109.40744124383556,57.21511244613674,43.42005462995886,576.8348566665268,,aist__gBR_sBM_cAll_d06_mBR4_ch02__mc150-4,AIST++,ok,,6,2,MC150-4,success,,450.3837869167328
726.0615856556133,604.0463557473415,89.9655563693279,6.354470099353811,134.8507540305077,8.986366412176562,1.0,0.9933333333333333,101.72313165985229,61.07989897070519,40.90811005264598,741.1370531437516,,aist__gBR_sBM_cAll_d06_mBR5_ch01__mc150-4,AIST++,ok,,7,2,MC150-4,success,,460.37536668777466
1652.9984123277334,1613.204909639053,90.05428616089903,6.382868184575219,51.427964940085516,4.935457994838296,1.0,0.98,51.380261309261556,60.73700708768018,42.17691352647115,470.34107115573335,,aist__gBR_sBM_cAll_d06_mBR5_ch02__mc150-4,AIST++,ok,,8,2,MC150-4,success,,460.3757338523865
1913.857896065726,1900.1639705571326,81.53152184103159,6.114430663599445,16.68321439976991,3.478101993575783,1.0,0.98,15.28707985757637,54.209317851461755,33.21501346500614,622.6965825567859,,aist__gHO_sBM_cAll_d21_mHO3_ch01__mc150-4,AIST++,ok,,9,2,MC150-4,success,,450.3615674972534
2501.3306622180576,2497.245099421916,86.74390545354152,6.446954606142081,35.30976719543039,4.0827133039035095,1.0,0.9666666666666667,31.33848508167655,50.512939098252446,42.05854693093245,564.8560151476281,,aist__gHO_sBM_cAll_d21_mHO3_ch02__mc150-4,AIST++,ok,,10,2,MC150-4,success,,465.3906252384186
